,day,time,user,hub name,playlist name,playlist id,description,image url,length,type,Unnamed: 10
669,2022-04-15,19:00:00,male user,More like Harry Styles,Made in the A.M. (Deluxe),,,,,album,Rexx Life Raj
670,2022-04-15,19:00:00,male user,More like Harry Styles,Youngblood (Deluxe),,,,,album,Aminé
671,2022-04-15,19:00:00,male user,More like Harry Styles,Just Like You,,,,,single,"Dreamville, J. Cole"
672,2022-04-15,19:00:00,male user,More Like Jack Harlow,Best Rap Songs of 2017,,,,,playlist,
673,2022-04-15,19:00:00,male user,More Like Jack Harlow,Cordae,,,,,artist,
674,2022-04-15,19:00:00,male user,More Like Jack Harlow,Smino,,,,,artist,
675,2022-04-15,19:00:00,male user,More Like Jack Harlow,Quality Control,,,,,artist,
676,2022-04-15,19:00:00,male user,More Like Jack Harlow,Energy Booster Hip-Hop,, Need to get your energy level up? This will help!,,,playlist,
677,2022-04-15,19:00:00,male user,More Like Jack Harlow,Father Figure 3,,,,,album,Rexx Life Raj
678,2022-04-15,19:00:00,male user,More Like Jack Harlow,Limbo,,,,,album,Aminé
679,2022-04-15,19:00:00,male user,More Like Jack Harlow,Revenge of the Dream,,,,,album,"Dreamville, J. Cole"
680,2022-04-15,19:00:00,male user,Fresh new music,Fresh Pop,,,,,playlist,ROSALÍA
681,2022-04-15,19:00:00,male user,Fresh new music,Hot New Dance,,,,,playlist,Daddy Yankee
682,2022-04-15,19:00:00,male user,Fresh new music,Most Necessary,,,,,playlist,Hef
683,2022-04-15,19:00:00,male user,Fresh new music,Stay Tuned!,, Luister naar de fijnste nieuwe songs en hits van dit moment! Cover: Lizzo,,,playlist,Kurt Vile
684,2022-04-15,19:00:00,male user,Fresh new music,Afro Hits,,Feel-good Afropop from Europe and Africa. Cover: Pheelz,,,playlist,MEROL
685,2022-04-15,19:00:00,male user,Fresh new music,Pop Rising,,,,,playlist,
686,2022-04-15,19:00:00,male user,Fresh new music,Fresh Flows,,,,,playlist,Swedish House Mafia
687,2022-04-15,19:00:00,male user,Fresh new music,Je Moerstaal,,,,,playlist,Digga D
688,2022-04-15,19:00:00,male user,Fresh new music,Classical New Releases,,,,,playlist,Annita
689,2022-04-15,19:00:00,male user,Best of artists,This is Taylor Swift,,,,,playlist,
690,2022-04-15,19:00:00,male user,Best of artists,This is Bad Bunny,,,,,playlist,
691,2022-04-15,19:00:00,male user,Best of artists,This is BTS,,,,,playlist,
692,2022-04-15,19:00:00,male user,Dutch language Pop,This is Racoon,,,,,playlist,
693,2022-04-15,19:00:00,male user,Dutch language Pop,This is Nick & Simon,,,,,playlist,
694,2022-04-15,19:00:00,male user,Dutch language Pop,This is Tabitha,,,,,playlist,
695,2022-04-15,19:00:00,male user,Dutch language Pop,This is André Hazes,,,,,playlist,
696,2022-04-15,19:00:00,male user,Dutch language Pop,This is Guus Meeuwis,,,,,playlist,
697,2022-04-15,19:00:00,male user,Dutch language Pop,This is Nielson,,,,,playlist,
698,2022-04-15,19:00:00,male user,Dutch language Pop,This is BLOF,,,,,playlist,
699,2022-04-15,19:00:00,male user,Dutch language Pop,80's Beste NL-talig,,,,,playlist,
700,2022-04-15,19:00:00,male user,Dutch language Pop,60's Beste NL-talig,,,,,playlist,
701,2022-04-15,19:00:00,male user,Dutch language Pop,70's Beste NL-talig,,,,,playlist,
702,2022-04-15,19:00:00,male user,Throwback,All Out 2000s,,,,,,
703,2022-04-15,19:00:00,male user,Throwback,Rock Classics,,Rock legends & epic songs that continue to inspire generations. Celebrating 45 years of the Clash's debut album.,,,playlist,
704,2022-04-15,19:00:00,male user,Throwback,All Out 90s,,The biggest songs of the 1990s. Cover: En Vogue,,,playlist,
705,2022-04-15,19:00:00,male user,Throwback,All Out 80s,,,,,playlist,
706,2022-04-15,19:00:00,male user,Throwback,All Out 2010s,,"The Chainsmokers are celebrating 5 years of ""Memories...Do Not Open"".",,,playlist,
707,2022-04-15,19:00:00,male user,Throwback,Throwback Party,,"Here it is, the playlist for the ultimate throwback bash!",,,playlist,
708,2022-04-15,19:00:00,male user,Throwback,Easy 80s,,,,,playlist,
709,2022-04-15,19:00:00,male user,Throwback,Jazz Classics,,,,,playlist,
710,2022-04-15,19:00:00,male user,Throwback,I Love My '90s Hip-Hop,,,,,playlist,
711,2022-04-15,19:00:00,male user,Popular artists,Antoon,,,,,artist,
712,2022-04-15,19:00:00,male user,Popular artists,Ed Sheeran,,,,,artist,
713,2022-04-15,19:00:00,male user,Popular artists,Ronnie Flex,,,,,artist,
714,2022-04-15,19:00:00,male user,Popular artists,Mula B,,,,,artist,
715,2022-04-15,19:00:00,male user,Popular artists,Lil Kleine,,,,,artist,
716,2022-04-15,19:00:00,male user,Popular artists,Lijpe,,,,,artist,
717,2022-04-15,19:00:00,male user,Popular artists,Frenna,,,,,artist,
718,2022-04-15,19:00:00,male user,Popular artists,The Weeknd,,,,,artist,
719,2022-04-15,19:00:00,male user,Popular artists,Trobi,,,,,artist,
720,2022-04-15,19:00:00,male user,Popular artists,Justin Bieber,,,,,artist,
721,2022-04-15,19:00:00,male user,Your favorite artists,Taylor Swift,,,,,artist,
722,2022-04-15,19:00:00,male user,Your favorite artists,BTS,,,,,artist,
723,2022-04-15,19:00:00,male user,Your favorite artists,Bad Bunny,,,,,artist,
724,2022-04-15,19:00:00,male user,Suggested artists,Adele,,,,,artist,
725,2022-04-15,19:00:00,male user,Suggested artists,Olivia Rodrigo,,,,,artist,
726,2022-04-15,19:00:00,male user,Suggested artists,Lil Nas X,,,,,artist,
727,2022-04-15,19:00:00,male user,Suggested artists,Dua Lipa,,,,,artist,
728,2022-04-15,19:00:00,male user,Suggested artists,BoyWithUke,,,,,artist,
729,2022-04-15,19:00:00,male user,Suggested artists,Maneskin,,,,,artist,
730,2022-04-15,19:00:00,male user,Suggested artists,Ckay,,,,,artist,
731,2022-04-15,19:00:00,male user,Suggested artists,MEAU,,,,,artist,
732,2022-04-15,19:00:00,male user,Based on your recent listening,just hits,,,,,playlist,
733,2022-04-15,19:00:00,male user,Based on your recent listening,Best New Artist 2022,,,,,playlist,
734,2022-04-15,19:00:00,male user,Based on your recent listening,big on the Internet,,,,,playlist,
735,2022-04-15,19:00:00,male user,Based on your recent listening,Hot Country,,,,,playlist,
736,2022-04-15,19:00:00,male user,Based on your recent listening,Pop Rising,,,,,playlist,
737,2022-04-15,19:00:00,male user,Based on your recent listening,Mood Booster,,,,,playlist,
738,2022-04-15,19:00:00,male user,Based on your recent listening,Chill Hits,,,,,playlist,
739,2022-04-15,19:00:00,male user,Based on your recent listening,Global X,,,,,playlist,
740,2022-04-15,19:00:00,male user,Mood,You & Me,,,,,playlist,
741,2022-04-15,19:00:00,male user,Mood,Easy on Sunday,,,,,playlist,
742,2022-04-15,19:00:00,male user,Mood,Feeling Good Feeling Great,,,,,playlist,
743,2022-04-15,19:00:00,male user,Mood,Happy Tunes,,,,,playlist,
744,2022-04-15,19:00:00,male user,Mood,Feelin' Myself,,,,,playlist,
745,2022-04-15,19:00:00,male user,Mood,Calm Before the Storm,,,,,playlist,
746,2022-04-15,19:00:00,male user,Party,Dance Party,,,,,playlist,
747,2022-04-15,19:00:00,male user,Party,Throwback Party,,,,,playlist,
748,2022-04-15,19:00:00,male user,Party,360 Dance,,,,,playlist,
749,2022-04-15,19:00:00,male user,Party,Girl's Night,,,,,playlist,
750,2022-04-15,19:00:00,male user,Party,Baila Reggaeton,,,,,playlist,
751,2022-04-15,19:00:00,male user,Party,Rock Party,,,,,playlist,
752,2022-04-15,19:00:00,male user,Party,Pop Remix,,,,,playlist,
753,2022-04-15,19:00:00,male user,Party,Tropical House,,,,,playlist,
754,2022-04-15,19:00:00,male user,Party,It's lit,,,,,playlist,
755,2022-04-15,22:00:00,male user,Your top mixes,Lauren Spencer-Smith Mix,,,,,playlist,
756,2022-04-15,22:00:00,male user,Your top mixes,Harry Styles Mix,,,,,playlist,
757,2022-04-15,22:00:00,male user,Your top mixes,70s Mix,,,,,playlist,
758,2022-04-15,22:00:00,male user,Your top mixes,2010s Mix,,,,,playlist,
759,2022-04-15,22:00:00,male user,Your top mixes,Happy Mix,,,,,playlist,
760,2022-04-15,22:00:00,male user,Your top mixes,Chill Mix,,,,,playlist,
761,2022-04-15,22:00:00,male user,Your top mixes,Pop Mix,,,,,playlist,
762,2022-04-15,22:00:00,male user,Your top mixes,Rock Mix,,,,,playlist,
763,2022-04-15,22:00:00,male user,Your top mixes,Reggaeton Mix,,,,,playlist,
764,2022-04-15,22:00:00,male user,Your top mixes,Afrobeats Mix,,,,,playlist,
765,2022-04-15,22:00:00,male user,Made For Male name,Daily Mix 1,,"Queen, Pink Floyd, David Bowie and more",,,playlist,
766,2022-04-15,22:00:00,male user,Made For Male name,Daily Mix 2,,"Olivia Rodrigo, Pearl Jam, Adele and more",,,playlist,
767,2022-04-15,22:00:00,male user,Made For Male name,Daily Mix 3,,"OneRepublic, Lil Nas X, YouNotUs and more",,,playlist,
768,2022-04-15,22:00:00,male user,Made For Male name,Daily Mix 4,,"Christian D, Snelle, Kris Kross Amsterdam and more",,,playlist,
769,2022-04-15,22:00:00,male user,Made For Male name,Daily Mix 5,,"Post Malone, Jack Harlow, Fredo Bang and more",,,playlist,
770,2022-04-15,22:00:00,male user,Made For Male name,Daily Mix 6,,"Suzan & Freek, Racoon, Miss Montreal and more",,,playlist,
771,2022-04-15,22:00:00,male user,Made For Male name,Daily Drive,,A mix of news and music made for you,,,playlist,
772,2022-04-15,22:00:00,male user,Recommended radio,Taylor Swift Radio,,,,,playlist,
773,2022-04-15,22:00:00,male user,Recommended radio,BTS Radio,,,,,playlist,
774,2022-04-15,22:00:00,male user,Recommended radio,Pink Floyd Radio,,,,,playlist,
775,2022-04-15,22:00:00,male user,Recommended radio,Bad Bunny Radio,,,,,playlist,
776,2022-04-15,22:00:00,male user,Recommended radio,Vanavond (Uit M'n Bol) Radio,,,,,playlist,
777,2022-04-15,22:00:00,male user,Recommended radio,Nothing Else Matters Radio,,,,,playlist,
778,2022-04-15,22:00:00,male user,Recommended radio,When You're Gone Radio,,,,,playlist,
779,2022-04-15,22:00:00,male user,Recommended radio,She's all I wanna be Radio,,,,,playlist,
780,2022-04-15,22:00:00,male user,Recommended radio,Infinity Radio,,,,,playlist,
781,2022-04-15,22:00:00,male user,Blijf op de hoogte!,New Music Friday,,,,,playlist,
782,2022-04-15,22:00:00,male user,Blijf op de hoogte!,t Koffiehuis,,,,,playlist,
783,2022-04-15,22:00:00,male user,Blijf op de hoogte!,Woordenschat,,,,,playlist,
784,2022-04-15,22:00:00,male user,Blijf op de hoogte!,Fresh Pop,,,,,playlist,
785,2022-04-15,22:00:00,male user,Blijf op de hoogte!,karakter.,,,,,playlist,
786,2022-04-15,22:00:00,male user,Blijf op de hoogte!,Stay Tuned!,,,,,playlist,
787,2022-04-15,22:00:00,male user,Blijf op de hoogte!,De Jeugd,,,,,playlist,
788,2022-04-15,22:00:00,male user,Blijf op de hoogte!,Hot New Dance,,,,,playlist,
789,2022-04-15,22:00:00,male user,Blijf op de hoogte!,Made in NL,,,,,playlist,
790,2022-04-15,22:00:00,male user,Blijf op de hoogte!,New Alternative,,,,,playlist,
791,2022-04-15,22:00:00,male user,Discover something new,Platinum Hits,,,,,playlist,
792,2022-04-15,22:00:00,male user,Discover something new,Fresh Pop,,,,,playlist,
793,2022-04-15,22:00:00,male user,Discover something new,Soft Pop Hits,,,,,playlist,
794,2022-04-15,22:00:00,male user,Discover something new,Pop Rising,,,,,playlist,
795,2022-04-15,22:00:00,male user,Discover something new,Bach: Motets,,,,,album,Johann Sebastian Bach
796,2022-04-15,22:00:00,male user,Discover something new,Je Moerstaal,,,,,playlist,
797,2022-04-15,22:00:00,male user,Discover something new,SOUR,,,,,album,Olivia Rodrigo
798,2022-04-15,22:00:00,male user,Discover something new,De Hazes 100,,,,,album,Andre Hazes
799,2022-04-15,22:00:00,male user,Discover something new,Waar Dan Ook,,,,,single,Miss Montreal
800,2022-04-15,22:00:00,male user,More like Harry Styles,Harry Styles Radio,,,,,playlist,
801,2022-04-15,22:00:00,male user,More like Harry Styles,Hit Rewind,,,,,playlist,Louis Tomlinson
802,2022-04-15,22:00:00,male user,More like Harry Styles,All Out 2010s,,,,,playlist,
803,2022-04-15,22:00:00,male user,More like Harry Styles,Best of the Decade For You,,,,,playlist,
804,2022-04-15,22:00:00,male user,More like Harry Styles,Julia Michaels,,,,,artist,
805,2022-04-15,22:00:00,male user,More like Harry Styles,Troye Sivan,,,,,artist,
806,2022-04-15,22:00:00,male user,More like Harry Styles,Lauv,,,,,artist,
807,2022-04-15,22:00:00,male user,More like Harry Styles,Made in the A.M. (Deluxe),,,,,album,Rexx Life Raj
808,2022-04-15,22:00:00,male user,More like Harry Styles,Youngblood (Deluxe),,,,,album,Aminé
809,2022-04-15,22:00:00,male user,More like Harry Styles,Just Like You,,,,,single,"Dreamville, J. Cole"
810,2022-04-15,22:00:00,male user,More Like Jack Harlow,Best Rap Songs of 2017,,,,,playlist,
811,2022-04-15,22:00:00,male user,More Like Jack Harlow,Cordae,,,,,artist,
812,2022-04-15,22:00:00,male user,More Like Jack Harlow,Smino,,,,,artist,
813,2022-04-15,22:00:00,male user,More Like Jack Harlow,Quality Control,,,,,artist,
814,2022-04-15,22:00:00,male user,More Like Jack Harlow,Energy Booster Hip-Hop,, Need to get your energy level up? This will help!,,,playlist,
815,2022-04-15,22:00:00,male user,More Like Jack Harlow,Father Figure 3,,,,,album,Rexx Life Raj
816,2022-04-15,22:00:00,male user,More Like Jack Harlow,Limbo,,,,,album,Aminé
817,2022-04-15,22:00:00,male user,More Like Jack Harlow,Revenge of the Dream,,,,,album,"Dreamville, J. Cole"
818,2022-04-15,22:00:00,male user,Fresh new music,Fresh Pop,,,,,playlist,ROSALÍA
819,2022-04-15,22:00:00,male user,Fresh new music,Hot New Dance,,,,,playlist,Daddy Yankee
820,2022-04-15,22:00:00,male user,Fresh new music,Most Necessary,,,,,playlist,Hef
821,2022-04-15,22:00:00,male user,Fresh new music,Stay Tuned!,,Luister naar de fijnste nieuwe songs en hits van dit moment! Cover: Lizzo,,,playlist,Kurt Vile
822,2022-04-15,22:00:00,male user,Fresh new music,Afro Hits,,Feel-good Afropop from Europe and Africa. Cover: Pheelz,,,playlist,MEROL
823,2022-04-15,22:00:00,male user,Fresh new music,Pop Rising,,,,,playlist,
824,2022-04-15,22:00:00,male user,Fresh new music,Fresh Flows,,,,,playlist,Swedish House Mafia
825,2022-04-15,22:00:00,male user,Fresh new music,Je Moerstaal,,,,,playlist,Digga D
826,2022-04-15,22:00:00,male user,Fresh new music,Classical New Releases,,,,,playlist,Annita
827,2022-04-15,22:00:00,male user,Best of artists,This is Taylor Swift,,,,,playlist,
828,2022-04-15,22:00:00,male user,Best of artists,This is Bad Bunny,,,,,playlist,
829,2022-04-15,22:00:00,male user,Best of artists,This is BTS,,,,,playlist,
830,2022-04-15,22:00:00,male user,Party,Dance Party,,,,,playlist,
831,2022-04-15,22:00:00,male user,Party,Throwback Party,,,,,playlist,
832,2022-04-15,22:00:00,male user,Party,360 Dance,,,,,playlist,
833,2022-04-15,22:00:00,male user,Party,Girl's Night,,,,,playlist,
834,2022-04-15,22:00:00,male user,Party,Baila Reggaeton,,,,,playlist,
835,2022-04-15,22:00:00,male user,Party,Rock Party,,,,,playlist,
836,2022-04-15,22:00:00,male user,Party,Pop Remix,,,,,playlist,
837,2022-04-15,22:00:00,male user,Party,Tropical House,,,,,playlist,
838,2022-04-15,22:00:00,male user,Party,It's lit,,,,,playlist,
839,2022-04-15,22:00:00,male user,Sing-along,Happy Tunes ,,Voel je goed met deze tijdloze Happy Tunes!,,,playlist,
840,2022-04-15,22:00:00,male user,Sing-along,Songs to Sing in the Shower,,,,,playlist,
841,2022-04-15,22:00:00,male user,Sing-along,Guilty Pleasures ,,Embrace your secret favorites.,,,playlist,
842,2022-04-15,22:00:00,male user,Sing-along,Déjà Vu,,100 liedjes voor al die mooie herinneringen.,,,playlist,
843,2022-04-15,22:00:00,male user,Sing-along,The '80s All Lined Up,,,,,playlist,
844,2022-04-15,22:00:00,male user,Sing-along,K-Club Party,,Let's party & clubbing with your favorite K-pop dance hits!! (Cover: \bNCT DREAM) [지금 가장 핫한 댄스곡들을 만나보세요.],,,playlist,
845,2022-04-15,22:00:00,male user,Sing-along,Latin Pop Classics,,,,,playlist,
846,2022-04-15,22:00:00,male user,Dutch language Pop,This is Racoon,,,,,playlist,
847,2022-04-15,22:00:00,male user,Dutch language Pop,This is Nick & Simon,,,,,playlist,
848,2022-04-15,22:00:00,male user,Dutch language Pop,This is Tabitha,,,,,playlist,
849,2022-04-15,22:00:00,male user,Dutch language Pop,This is André Hazes,,,,,playlist,
850,2022-04-15,22:00:00,male user,Dutch language Pop,This is Guus Meeuwis,,,,,playlist,
851,2022-04-15,22:00:00,male user,Dutch language Pop,This is Nielson,,,,,playlist,
852,2022-04-15,22:00:00,male user,Dutch language Pop,This is BLOF,,,,,playlist,
853,2022-04-15,22:00:00,male user,Dutch language Pop,80's Beste NL-talig,,,,,playlist,
854,2022-04-15,22:00:00,male user,Dutch language Pop,60's Beste NL-talig,,,,,playlist,
855,2022-04-15,22:00:00,male user,Dutch language Pop,70's Beste NL-talig,,,,,playlist,
856,2022-04-15,22:00:00,male user,Throwback,All Out 2000s,,,,,playlist,
857,2022-04-15,22:00:00,male user,Throwback,Rock Classics,,Rock legends & epic songs that continue to inspire generations. Celebrating 45 years of the Clash's debut album.,,,playlist,
858,2022-04-15,22:00:00,male user,Throwback,All Out 90s,,The biggest songs of the 1990s. Cover: En Vogue,,,playlist,
859,2022-04-15,22:00:00,male user,Throwback,All Out 80s,,,,,playlist,
860,2022-04-15,22:00:00,male user,Throwback,All Out 2010s,,"The Chainsmokers are celebrating 5 years of ""Memories...Do Not Open"".",,,playlist,
861,2022-04-15,22:00:00,male user,Throwback,Throwback Party,,"Here it is, the playlist for the ultimate throwback bash!",,,playlist,
862,2022-04-15,22:00:00,male user,Throwback,Easy 80s,,,,,playlist,
863,2022-04-15,22:00:00,male user,Throwback,Jazz Classics,,,,,playlist,
864,2022-04-15,22:00:00,male user,Throwback,I Love My '90s Hip-Hop,,,,,playlist,
865,2022-04-15,22:00:00,male user,Sad songs,Life Sucks,,"Does school, your love life or work suck? Or are you just having a bad day?",,,playlist,
866,2022-04-15,22:00:00,male user,Sad songs,Broken Heart,,Nurse your emotional wounds with these heartbreak tracks.,,,playlist,
867,2022-04-15,22:00:00,male user,Sad songs,A Walk Alone,,,,,playlist,
868,2022-04-15,22:00:00,male user,Sad songs,Dark & Stormy,,,,,playlist,
869,2022-04-15,22:00:00,male user,Sad songs,Sad Beats,,,,,playlist,
870,2022-04-15,22:00:00,male user,Sad songs,The Midnight Hour,,,,,playlist,
871,2022-04-15,22:00:00,male user,Sad songs,Sad Covers,,,,,playlist,
872,2022-04-15,22:00:00,male user,Sad songs,Sad Classical,,,,,playlist,
873,2022-04-15,22:00:00,male user,Sad songs,Deep Dark Indie,,,,,playlist,
874,2022-04-15,22:00:00,male user,Sad songs,Tender,,,,,playlist,
875,2022-04-15,22:00:00,male user,Based on your recent listening,just hits,,,,,playlist,
876,2022-04-15,22:00:00,male user,Based on your recent listening,Best New Artist 2022,,,,,playlist,
877,2022-04-15,22:00:00,male user,Based on your recent listening,big on the Internet,,,,,playlist,
878,2022-04-15,22:00:00,male user,Based on your recent listening,Hot Country,,,,,playlist,
879,2022-04-15,22:00:00,male user,Based on your recent listening,Pop Rising,,,,,playlist,
880,2022-04-15,22:00:00,male user,Based on your recent listening,Mood Booster,,,,,playlist,
881,2022-04-15,22:00:00,male user,Based on your recent listening,Chill Hits,,,,,playlist,
882,2022-04-15,22:00:00,male user,Based on your recent listening,Global X,,,,,playlist,
883,2022-04-15,22:00:00,male user,Popular artists,Antoon,,,,,artist,
884,2022-04-15,22:00:00,male user,Popular artists,Ed Sheeran,,,,,artist,
885,2022-04-15,22:00:00,male user,Popular artists,Ronnie Flex,,,,,artist,
886,2022-04-15,22:00:00,male user,Popular artists,Mula B,,,,,artist,
887,2022-04-15,22:00:00,male user,Popular artists,Lil Kleine,,,,,artist,
888,2022-04-15,22:00:00,male user,Popular artists,Lijpe,,,,,artist,
889,2022-04-15,22:00:00,male user,Popular artists,Frenna,,,,,artist,
890,2022-04-15,22:00:00,male user,Popular artists,The Weeknd,,,,,artist,
891,2022-04-15,22:00:00,male user,Popular artists,Trobi,,,,,artist,
892,2022-04-15,22:00:00,male user,Popular artists,Justin Bieber,,,,,artist,
893,2022-04-15,22:00:00,male user,Your favorite artists,Taylor Swift,,,,,artist,
894,2022-04-15,22:00:00,male user,Your favorite artists,BTS,,,,,artist,
895,2022-04-15,22:00:00,male user,Your favorite artists,Bad Bunny,,,,,artist,
896,2022-04-15,22:00:00,male user,Suggested artists,Adele,,,,,artist,
897,2022-04-15,22:00:00,male user,Suggested artists,Olivia Rodrigo,,,,,artist,
898,2022-04-15,22:00:00,male user,Suggested artists,Lil Nas X,,,,,artist,
899,2022-04-15,22:00:00,male user,Suggested artists,Dua Lipa,,,,,artist,
900,2022-04-15,22:00:00,male user,Suggested artists,BoyWithUke,,,,,artist,
901,2022-04-15,22:00:00,male user,Suggested artists,Maneskin,,,,,artist,
902,2022-04-15,22:00:00,male user,Suggested artists,Ckay,,,,,artist,
903,2022-04-15,22:00:00,male user,Suggested artists,MEAU,,,,,artist,
904,2022-04-16,09:40:00,male user,Throwback,All Out 2000s,,The biggest songs of the 2000s.,,,playlist,
905,2022-04-16,09:40:00,male user,Throwback,Rock Classics,,Rock legends & epic songs that continue to inspire generations. Celebrating 45 years of the Clash's debut album.,,,playlist,
906,2022-04-16,09:40:00,male user,Throwback,Hit Rewind,,Listen to all the tracks you've been missing. Cover: The Weeknd,,,playlist,
907,2022-04-16,09:40:00,male user,Throwback,All Out 90s,,The biggest songs of the 1990s. Cover: En Vogue,,,playlist,
908,2022-04-16,09:40:00,male user,Throwback,All Out 80s,,,,,playlist,
909,2022-04-16,09:40:00,male user,Throwback,All Out 2010s,,"The Chainsmokers are celebrating 5 years of ""Memories...Do Not Open"".",,,playlist,
910,2022-04-16,09:40:00,male user,Throwback,Throwback Party,,"Here it is, the playlist for the ultimate throwback bash!",,,playlist,
911,2022-04-16,09:40:00,male user,Throwback,Easy 80s,,,,,playlist,
912,2022-04-16,09:40:00,male user,Throwback,Jazz Classics,,,,,playlist,
913,2022-04-16,09:40:00,male user,Throwback,I Love My '90s Hip-Hop,,,,,playlist,
914,2022-04-16,09:40:00,male user,Your top mixes,Lauren Spencer-Smith Mix,,,,,playlist,
915,2022-04-16,09:40:00,male user,Your top mixes,Harry Styles Mix,,,,,playlist,
916,2022-04-16,09:40:00,male user,Your top mixes,Happy Mix,,,,,playlist,
917,2022-04-16,09:40:00,male user,Your top mixes,Chill Mix,,,,,playlist,
918,2022-04-16,09:40:00,male user,Your top mixes,70s Mix,,,,,playlist,
919,2022-04-16,09:40:00,male user,Your top mixes,2010s Mix,,,,,playlist,
920,2022-04-16,09:40:00,male user,Your top mixes,Pop Mix,,,,,playlist,
921,2022-04-16,09:40:00,male user,Your top mixes,Rock Mix,,,,,playlist,
922,2022-04-16,09:40:00,male user,Your top mixes,Reggaeton Mix,,,,,playlist,
923,2022-04-16,09:40:00,male user,Your top mixes,Afrobeats Mix,,,,,playlist,
924,2022-04-16,09:40:00,male user,Discover something new,Platinum Hits,,,,,playlist,
925,2022-04-16,09:40:00,male user,Discover something new,Pop Rising,,,,,playlist,
926,2022-04-16,09:40:00,male user,Discover something new,Soft Pop Hits,,,,,playlist,
927,2022-04-16,09:40:00,male user,Discover something new,Fresh Pop,,,,,playlist,
928,2022-04-16,09:40:00,male user,Discover something new,SOUR,,,,,album,Olivia Rodrigo
929,2022-04-16,09:40:00,male user,Discover something new,Bach: Motets,,,,,album,
930,2022-04-16,09:40:00,male user,Discover something new,Je Moerstaal,,,,,playlist,
931,2022-04-16,09:40:00,male user,Discover something new,De Hazes 100,,,,,album,Andre Hazes
932,2022-04-16,09:40:00,male user,Discover something new,Waar Dan Ook,,,,,single,Miss Montreal
933,2022-04-16,09:40:00,male user,Based on your recent listening,Hot Country,,,,,playlist,
934,2022-04-16,09:40:00,male user,Based on your recent listening,Global X,,,,,playlist,
935,2022-04-16,09:40:00,male user,Based on your recent listening,Mood Booster,,,,,playlist,
936,2022-04-16,09:40:00,male user,Based on your recent listening,Chill Hits,,,,,playlist,
937,2022-04-16,09:40:00,male user,Based on your recent listening,big on the Internet,,,,,playlist,
938,2022-04-16,09:40:00,male user,Based on your recent listening,Best New Artist 2022,,,,,playlist,
939,2022-04-16,09:40:00,male user,Based on your recent listening,just hits,,,,,playlist,
940,2022-04-16,09:40:00,male user,Blijf op de hoogte!,Easy on Saturday,,,,,playlist,
941,2022-04-16,09:40:00,male user,Blijf op de hoogte!,Happy Tunes,,,,,playlist,
942,2022-04-16,09:40:00,male user,Blijf op de hoogte!,Beste van NL,,,,,playlist,
943,2022-04-16,09:40:00,male user,Blijf op de hoogte!,t Koffiehuis,,,,,playlist,
944,2022-04-16,09:40:00,male user,Blijf op de hoogte!,Summer '22,,,,,playlist,
945,2022-04-16,09:40:00,male user,Blijf op de hoogte!,Stay Tuned!,,,,,playlist,
946,2022-04-16,09:40:00,male user,Blijf op de hoogte!,La Vida Loca!,,,,,playlist,
947,2022-04-16,09:40:00,male user,Blijf op de hoogte!,Top Hits Workout,,,,,playlist,
948,2022-04-16,09:40:00,male user,Blijf op de hoogte!,360 Dance,,,,,playlist,
949,2022-04-16,09:40:00,male user,Made For Male name,Daily Mix 1,,"Taylor Swift, ZAYN, Cardi B and more",,,playlist,
950,2022-04-16,09:40:00,male user,Made For Male name,Daily Mix 2,,"Pink Floyd, Garry Moore, Chris Rae",,,playlist,
951,2022-04-16,09:40:00,male user,Made For Male name,Daily Mix 3,,"Racoon, Suzan & Greek, Miss Montreal",,,playlist,
952,2022-04-16,09:40:00,male user,Made For Male name,Daily Mix 4,,"OneRepublic, Sigala, Tiesto",,,playlist,
953,2022-04-16,09:40:00,male user,Made For Male name,Daily Mix 5,,"Post Malone, Fredo Bang, Jack Harlow",,,playlist,
954,2022-04-16,09:40:00,male user,Made For Male name,Daily Mix 6,,"Bad Bunny, Paulo Londra, Pacho El",,,playlist,
955,2022-04-16,09:40:00,male user,Made For Male name,Daily Drive,,A mix of news and music made for you,,,playlist,
956,2022-04-16,09:40:00,male user,More like Harry Styles,Hit Rewind,,,,,playlist,
957,2022-04-16,09:40:00,male user,More like Harry Styles,All Out 2010s,,,,,playlist,
958,2022-04-16,09:40:00,male user,More like Harry Styles,Best of the Decade For You,,,,,playlist,
959,2022-04-16,09:40:00,male user,More like Harry Styles,Harry Styles Radio,,,,,playlist,
960,2022-04-16,09:40:00,male user,More like Harry Styles,Julia Michaels,,,,,artist,
961,2022-04-16,09:40:00,male user,More like Harry Styles,Troye Sivan,,,,,artist,
962,2022-04-16,09:40:00,male user,More like Harry Styles,Lauv,,,,,artist,
963,2022-04-16,09:40:00,male user,More like Harry Styles,Made in the A.M. (Deluxe),,,,,album,One Direction
964,2022-04-16,09:40:00,male user,More like Harry Styles,Youngblood (Deluxe),,,,,album,5 Seconds of Summer
965,2022-04-16,09:40:00,male user,More like Harry Styles,Just Like You,,,,,single,Louis Tomlinson
966,2022-04-16,09:40:00,male user,More Like Jack Harlow,Best Hip-Hop Songs of 2020,,"Canada Hip-hop favourites from 2020 in Canada. Cover: Cardi B, Megan Thee Stallion",,,playlist,
967,2022-04-16,09:40:00,male user,More Like Jack Harlow,Best Rap Songs of 2017,,,,,playlist,
968,2022-04-16,09:40:00,male user,More Like Jack Harlow,Jack Harlow Radio,,,,,playlist,
